Date,Days_Since_Start,Smartphone_Users_Millions,Data_Consumption_PB
2018-05-24,1604,223.25,215.4
2018-05-25,1605,224.03,227.89
2018-05-26,1606,229.95,225.01
2018-05-27,1607,226.38,191.02
2018-05-28,1608,225.34,193.58
2018-05-29,1609,224.92,217.69
2018-05-30,1610,222.69,210.83
2018-05-31,1611,224.62,212.58
2018-06-01,1612,223.69,230.54
2018-06-02,1613,226.09,202.82
2018-06-03,1614,222.38,222.03
2018-06-04,1615,219.5,209.03
2018-06-05,1616,223.12,205.09
2018-06-06,1617,225.65,192.5
2018-06-07,1618,229.19,204.27
2018-06-08,1619,226.34,228.37
2018-06-09,1620,222.34,211.21
2018-06-10,1621,223.88,219.44
2018-06-11,1622,222.43,216.12
2018-06-12,1623,223.97,210.15
2018-06-13,1624,222.57,218.79
2018-06-14,1625,221.09,212.52
2018-06-15,1626,225.28,210.98
2018-06-16,1627,224.8,209.29
2018-06-17,1628,224.08,204.75
2018-06-18,1629,225.13,215.53
2018-06-19,1630,228.52,213.63
2018-06-20,1631,224.7,223.29
2018-06-21,1632,223.72,208.63
2018-06-22,1633,226.23,204.79
2018-06-23,1634,221.23,191.46
2018-06-24,1635,226.03,221.0
2018-06-25,1636,222.99,235.58
2018-06-26,1637,222.92,210.78
2018-06-27,1638,224.79,190.94
2018-06-28,1639,227.93,224.29
2018-06-29,1640,223.11,204.79
2018-06-30,1641,226.52,220.89
2018-07-01,1642,225.39,216.77
2018-07-02,1643,221.86,217.39
2018-07-03,1644,226.49,215.31
2018-07-04,1645,223.02,208.7
2018-07-05,1646,221.75,220.84
2018-07-06,1647,223.12,208.64
2018-07-07,1648,223.27,223.1
2018-07-08,1649,225.92,207.9
2018-07-09,1650,223.29,213.13
2018-07-10,1651,227.75,207.97
2018-07-11,1652,225.22,222.36
2018-07-12,1653,223.36,205.17
2018-07-13,1654,223.14,203.62
2018-07-14,1655,225.28,222.63
2018-07-15,1656,220.78,213.08
2018-07-16,1657,220.5,208.72
2018-07-17,1658,223.1,201.95
2018-07-18,1659,226.14,213.62
2018-07-19,1660,225.26,217.3
2018-07-20,1661,224.96,219.68
2018-07-21,1662,224.5,205.9
2018-07-22,1663,220.59,214.61
2018-07-23,1664,224.31,194.16
2018-07-24,1665,221.42,211.01
2018-07-25,1666,226.66,205.71
2018-07-26,1667,224.99,220.27
2018-07-27,1668,224.84,208.99
2018-07-28,1669,225.83,236.44
2018-07-29,1670,225.7,215.41
2018-07-30,1671,225.53,216.93
2018-07-31,1672,225.78,191.85
2018-08-01,1673,223.92,198.99
2018-08-02,1674,222.44,221.27
2018-08-03,1675,225.81,207.4
2018-08-04,1676,228.03,226.7
2018-08-05,1677,227.18,208.2
2018-08-06,1678,224.74,219.17
2018-08-07,1679,226.41,206.72
2018-08-08,1680,224.32,217.14
2018-08-09,1681,225.98,220.81
2018-08-10,1682,224.01,221.49
2018-08-11,1683,225.53,206.7
2018-08-12,1684,229.27,204.24
2018-08-13,1685,226.82,220.42
2018-08-14,1686,228.29,218.38
2018-08-15,1687,223.76,219.15
2018-08-16,1688,223.95,200.94
2018-08-17,1689,225.26,221.12
2018-08-18,1690,226.46,213.15
2018-08-19,1691,224.95,203.14
2018-08-20,1692,227.41,211.17
2018-08-21,1693,224.29,222.14
2018-08-22,1694,228.13,217.89
2018-08-23,1695,227.36,217.11
2018-08-24,1696,223.21,213.2
2018-08-25,1697,226.62,211.31
2018-08-26,1698,225.02,225.87
2018-08-27,1699,227.52,216.16
2018-08-28,1700,224.42,199.3
2018-08-29,1701,226.14,200.74
2018-08-30,1702,226.62,209.85
2018-08-31,1703,220.04,206.28
2018-09-01,1704,221.8,218.61
2018-09-02,1705,225.83,189.17
2018-09-03,1706,225.34,221.81
2018-09-04,1707,227.64,227.72
2018-09-05,1708,226.07,210.29
2018-09-06,1709,223.09,224.9
2018-09-07,1710,226.31,208.52
2018-09-08,1711,224.16,211.89
2018-09-09,1712,225.22,209.5
2018-09-10,1713,224.68,229.71
2018-09-11,1714,226.41,226.73
2018-09-12,1715,222.88,223.39
2018-09-13,1716,223.5,201.9
2018-09-14,1717,221.31,212.35
2018-09-15,1718,230.06,207.19
2018-09-16,1719,223.79,214.95
2018-09-17,1720,224.07,219.2
2018-09-18,1721,223.51,226.79
2018-09-19,1722,224.54,212.68
2018-09-20,1723,224.97,216.75
2018-09-21,1724,227.09,214.8
2018-09-22,1725,226.23,204.95
2018-09-23,1726,226.55,232.2
2018-09-24,1727,224.72,218.16
2018-09-25,1728,225.77,229.53
2018-09-26,1729,228.37,225.65
2018-09-27,1730,225.9,202.79
2018-09-28,1731,226.58,209.78
2018-09-29,1732,221.92,219.04
2018-09-30,1733,227.03,224.82
2018-10-01,1734,226.53,222.78
2018-10-02,1735,228.6,217.68
2018-10-03,1736,220.53,219.76
2018-10-04,1737,226.1,205.91
2018-10-05,1738,225.81,213.02
2018-10-06,1739,226.24,204.35
2018-10-07,1740,224.82,224.57
2018-10-08,1741,226.51,219.8
2018-10-09,1742,227.51,223.9
2018-10-10,1743,226.21,213.24
2018-10-11,1744,225.54,190.09
2018-10-12,1745,225.72,207.62
2018-10-13,1746,225.38,216.77
2018-10-14,1747,226.25,216.49
2018-10-15,1748,224.75,223.92
2018-10-16,1749,222.21,223.92
2018-10-17,1750,228.92,212.57
2018-10-18,1751,222.71,221.03
2018-10-19,1752,226.0,198.61
2018-10-20,1753,223.64,220.64
2018-10-21,1754,225.69,194.58
2018-10-22,1755,224.34,219.6
2018-10-23,1756,226.2,193.34
2018-10-24,1757,224.62,219.76
2018-10-25,1758,223.72,230.05
2018-10-26,1759,226.94,215.06
2018-10-27,1760,229.01,225.44
2018-10-28,1761,227.04,227.98
2018-10-29,1762,226.58,189.58
2018-10-30,1763,224.27,195.36
2018-10-31,1764,226.22,216.44
2018-11-01,1765,227.3,206.18
2018-11-02,1766,225.12,211.33
2018-11-03,1767,228.23,245.27
2018-11-04,1768,226.36,235.16
2018-11-05,1769,227.17,223.67
2018-11-06,1770,225.48,209.1
2018-11-07,1771,225.51,221.44
2018-11-08,1772,226.94,220.69
2018-11-09,1773,227.28,215.82
2018-11-10,1774,227.22,234.11
2018-11-11,1775,224.51,196.02
2018-11-12,1776,225.08,231.75
2018-11-13,1777,226.52,212.71
2018-11-14,1778,222.87,227.3
2018-11-15,1779,228.68,217.41
2018-11-16,1780,227.24,211.83
2018-11-17,1781,226.7,210.45
2018-11-18,1782,225.21,218.67
2018-11-19,1783,228.29,222.12
2018-11-20,1784,226.12,247.47
2018-11-21,1785,230.48,236.48
2018-11-22,1786,227.48,217.57
2018-11-23,1787,223.72,202.66
2018-11-24,1788,228.17,219.57
2018-11-25,1789,225.68,222.46
2018-11-26,1790,225.71,199.44
2018-11-27,1791,226.28,217.23
2018-11-28,1792,226.52,230.49
2018-11-29,1793,227.29,213.32
2018-11-30,1794,228.33,202.58
2018-12-01,1795,227.73,226.12
2018-12-02,1796,225.38,232.96
2018-12-03,1797,224.14,213.51
2018-12-04,1798,225.25,218.22
2018-12-05,1799,227.59,230.34
2018-12-06,1800,228.62,224.81
2018-12-07,1801,230.5,213.82
2018-12-08,1802,224.22,212.38
2018-12-09,1803,227.09,217.35
2018-12-10,1804,226.49,217.75
2018-12-11,1805,226.16,229.42
2018-12-12,1806,227.25,207.95
2018-12-13,1807,226.49,221.84
2018-12-14,1808,226.47,216.26
2018-12-15,1809,225.72,196.09
2018-12-16,1810,227.82,226.42
2018-12-17,1811,229.16,221.47
2018-12-18,1812,230.33,207.82
2018-12-19,1813,226.03,199.42
2018-12-20,1814,224.98,226.36
2018-12-21,1815,226.58,235.21
2018-12-22,1816,225.45,218.08
2018-12-23,1817,229.2,217.89
2018-12-24,1818,225.51,224.66
2018-12-25,1819,227.32,211.98
2018-12-26,1820,224.49,211.14
2018-12-27,1821,226.5,227.81
2018-12-28,1822,227.59,207.29
2018-12-29,1823,230.29,232.89
2018-12-30,1824,225.86,220.68
2018-12-31,1825,228.0,232.73
2019-01-01,1826,223.11,196.51
2019-01-02,1827,224.87,230.17
2019-01-03,1828,225.67,216.58
2019-01-04,1829,226.32,224.59
2019-01-05,1830,228.19,211.28
2019-01-06,1831,228.61,209.48
2019-01-07,1832,224.14,228.21
2019-01-08,1833,228.43,224.79
2019-01-09,1834,225.16,222.93
2019-01-10,1835,231.07,229.04
2019-01-11,1836,228.04,225.89
2019-01-12,1837,227.73,203.25
2019-01-13,1838,227.09,215.79
2019-01-14,1839,227.39,215.69
2019-01-15,1840,227.48,239.91
2019-01-16,1841,226.11,231.95
2019-01-17,1842,229.0,211.5
2019-01-18,1843,228.06,204.57
2019-01-19,1844,229.03,228.0
2019-01-20,1845,227.43,225.29
2019-01-21,1846,228.92,234.75
2019-01-22,1847,226.06,206.52
2019-01-23,1848,234.72,242.44
2019-01-24,1849,226.19,220.55
2019-01-25,1850,226.73,232.22
2019-01-26,1851,229.56,224.18
2019-01-27,1852,230.12,217.49
2019-01-28,1853,226.08,210.41
2019-01-29,1854,224.36,231.21
2019-01-30,1855,224.9,184.65
2019-01-31,1856,225.72,229.5
2019-02-01,1857,226.16,225.79
2019-02-02,1858,227.41,212.59
2019-02-03,1859,229.82,229.57
2019-02-04,1860,229.93,220.45
2019-02-05,1861,226.56,205.72
2019-02-06,1862,228.88,217.96
2019-02-07,1863,229.58,227.5
2019-02-08,1864,230.64,222.78
2019-02-09,1865,227.53,211.98
2019-02-10,1866,226.37,225.94
2019-02-11,1867,229.37,228.92
2019-02-12,1868,230.92,235.1
2019-02-13,1869,226.85,221.57
2019-02-14,1870,231.81,238.72
2019-02-15,1871,231.37,215.57
2019-02-16,1872,227.42,215.26
2019-02-17,1873,224.82,202.99
2019-02-18,1874,226.78,218.51
2019-02-19,1875,227.29,220.21
2019-02-20,1876,229.07,220.74
2019-02-21,1877,224.68,204.33
2019-02-22,1878,232.9,234.54
2019-02-23,1879,232.73,206.5
2019-02-24,1880,226.62,209.37
2019-02-25,1881,224.36,186.75
2019-02-26,1882,227.76,230.68
2019-02-27,1883,228.96,229.12
2019-02-28,1884,230.82,220.41
2019-03-01,1885,229.56,224.81
2019-03-02,1886,227.75,207.18
2019-03-03,1887,224.23,206.01
2019-03-04,1888,229.2,211.1
2019-03-05,1889,229.88,224.99
2019-03-06,1890,227.59,215.87
2019-03-07,1891,228.77,222.65
2019-03-08,1892,228.65,209.74
2019-03-09,1893,227.77,206.15
2019-03-10,1894,225.96,223.01
2019-03-11,1895,228.97,224.06
2019-03-12,1896,225.46,222.84
2019-03-13,1897,231.12,216.31
2019-03-14,1898,226.53,221.98
2019-03-15,1899,229.33,205.38
2019-03-16,1900,226.89,208.23
2019-03-17,1901,229.13,224.69
2019-03-18,1902,227.96,210.65
2019-03-19,1903,229.47,209.03
2019-03-20,1904,226.83,209.85
2019-03-21,1905,225.17,235.41
2019-03-22,1906,227.88,216.05
2019-03-23,1907,227.76,223.56
2019-03-24,1908,225.46,216.92
2019-03-25,1909,227.11,245.05
2019-03-26,1910,225.15,217.39
2019-03-27,1911,228.75,232.26
2019-03-28,1912,227.78,230.43
2019-03-29,1913,228.58,225.82
2019-03-30,1914,233.77,225.7
2019-03-31,1915,228.89,206.03
2019-04-01,1916,229.34,227.96
2019-04-02,1917,229.86,245.16
2019-04-03,1918,228.34,227.03
2019-04-04,1919,227.45,241.86
2019-04-05,1920,230.41,230.66
2019-04-06,1921,230.72,233.02
2019-04-07,1922,222.85,212.36
2019-04-08,1923,228.37,220.34
2019-04-09,1924,228.03,226.42
2019-04-10,1925,227.59,232.79
2019-04-11,1926,231.22,213.43
2019-04-12,1927,227.68,206.44
2019-04-13,1928,230.49,222.33
2019-04-14,1929,227.7,220.12
2019-04-15,1930,227.98,226.33
2019-04-16,1931,230.27,241.01
2019-04-17,1932,227.35,215.25
2019-04-18,1933,228.52,241.32
2019-04-19,1934,226.65,226.4
2019-04-20,1935,227.1,221.17
2019-04-21,1936,230.33,206.15
2019-04-22,1937,230.07,238.71
2019-04-23,1938,226.63,238.91
2019-04-24,1939,226.56,225.54
2019-04-25,1940,234.04,231.83
2019-04-26,1941,227.67,217.08
2019-04-27,1942,227.23,201.2
2019-04-28,1943,230.01,215.1
2019-04-29,1944,227.45,206.32
2019-04-30,1945,228.29,207.76
2019-05-01,1946,230.82,215.23
2019-05-02,1947,231.04,218.11
2019-05-03,1948,228.67,227.48
2019-05-04,1949,231.76,238.14
2019-05-05,1950,228.8,220.08
2019-05-06,1951,228.63,230.38
2019-05-07,1952,229.11,218.94
2019-05-08,1953,228.52,218.89
2019-05-09,1954,230.2,226.95
2019-05-10,1955,229.73,216.58
2019-05-11,1956,227.63,223.9
2019-05-12,1957,229.55,217.9
2019-05-13,1958,228.13,212.83
2019-05-14,1959,228.07,214.84
2019-05-15,1960,228.96,238.08
2019-05-16,1961,231.29,226.84
2019-05-17,1962,229.82,218.47
2019-05-18,1963,231.82,226.54
2019-05-19,1964,232.42,217.4
2019-05-20,1965,229.25,217.85
2019-05-21,1966,228.12,218.09
2019-05-22,1967,227.77,204.3
2019-05-23,1968,229.92,221.52
2019-05-24,1969,231.11,228.63
2019-05-25,1970,232.56,228.13
2019-05-26,1971,226.79,219.25
2019-05-27,1972,231.27,235.18
2019-05-28,1973,231.58,216.2
2019-05-29,1974,234.33,238.16
2019-05-30,1975,229.84,233.22
2019-05-31,1976,229.42,225.04
2019-06-01,1977,226.46,236.08
2019-06-02,1978,227.96,213.77
2019-06-03,1979,227.33,223.88
2019-06-04,1980,227.53,220.05
2019-06-05,1981,227.77,213.92
2019-06-06,1982,226.52,217.49
2019-06-07,1983,229.41,227.21
2019-06-08,1984,230.39,227.99
2019-06-09,1985,231.15,230.94
2019-06-10,1986,229.46,216.45
2019-06-11,1987,231.78,224.05
2019-06-12,1988,231.81,223.96
2019-06-13,1989,226.66,214.35
2019-06-14,1990,229.17,222.9
2019-06-15,1991,227.23,199.93
2019-06-16,1992,227.79,210.17
2019-06-17,1993,230.13,218.79
2019-06-18,1994,229.52,219.56
2019-06-19,1995,232.72,232.47
2019-06-20,1996,233.9,221.27
2019-06-21,1997,230.66,241.33
2019-06-22,1998,229.46,208.55
2019-06-23,1999,229.56,242.04
2019-06-24,2000,229.85,214.13
2019-06-25,2001,231.03,213.12
2019-06-26,2002,228.44,215.09
2019-06-27,2003,231.09,218.47
2019-06-28,2004,229.45,220.46
2019-06-29,2005,232.07,220.89
2019-06-30,2006,232.69,230.65
2019-07-01,2007,233.46,234.53
2019-07-02,2008,229.69,213.02
2019-07-03,2009,227.32,234.24
2019-07-04,2010,226.66,223.81
2019-07-05,2011,229.46,223.58
2019-07-06,2012,227.23,230.33
2019-07-07,2013,226.79,220.53
2019-07-08,2014,229.39,238.07
2019-07-09,2015,228.14,210.44
2019-07-10,2016,231.51,237.52
2019-07-11,2017,234.02,222.58
2019-07-12,2018,229.71,231.29
2019-07-13,2019,230.81,220.32
2019-07-14,2020,227.04,238.55
2019-07-15,2021,230.57,228.56
2019-07-16,2022,228.83,230.86
2019-07-17,2023,228.05,212.06
2019-07-18,2024,226.54,206.68
2019-07-19,2025,233.48,229.54
2019-07-20,2026,227.07,237.24
2019-07-21,2027,227.89,224.34
2019-07-22,2028,230.34,209.95
2019-07-23,2029,230.92,242.26
2019-07-24,2030,230.94,220.08
2019-07-25,2031,230.59,232.57
2019-07-26,2032,228.6,215.18
2019-07-27,2033,231.94,218.93
2019-07-28,2034,230.81,228.09
2019-07-29,2035,227.53,196.12
2019-07-30,2036,233.66,217.47
2019-07-31,2037,229.79,220.13
2019-08-01,2038,232.38,222.33
2019-08-02,2039,227.59,206.24
2019-08-03,2040,228.14,234.03
2019-08-04,2041,229.39,221.76
2019-08-05,2042,229.17,222.05
2019-08-06,2043,232.59,207.49
2019-08-07,2044,227.34,221.31
2019-08-08,2045,230.93,231.52
2019-08-09,2046,228.59,231.7
2019-08-10,2047,231.66,231.63
2019-08-11,2048,231.06,224.36
2019-08-12,2049,229.56,221.59
2019-08-13,2050,235.12,230.13
2019-08-14,2051,230.6,231.39
2019-08-15,2052,232.9,224.31
2019-08-16,2053,228.07,220.55
2019-08-17,2054,230.49,228.52
2019-08-18,2055,230.93,222.5
2019-08-19,2056,231.05,227.72
2019-08-20,2057,230.1,225.72
2019-08-21,2058,229.15,214.46
2019-08-22,2059,224.63,235.01
2019-08-23,2060,229.7,230.8
2019-08-24,2061,229.02,214.55
2019-08-25,2062,230.36,215.15
2019-08-26,2063,232.6,221.61
2019-08-27,2064,235.34,222.7
2019-08-28,2065,231.98,216.18
2019-08-29,2066,232.97,228.92
2019-08-30,2067,232.21,222.91
2019-08-31,2068,232.42,216.89
2019-09-01,2069,232.16,241.3
2019-09-02,2070,230.48,221.32
2019-09-03,2071,230.37,227.85
2019-09-04,2072,231.7,212.49
2019-09-05,2073,234.65,217.16
2019-09-06,2074,232.64,216.47
2019-09-07,2075,234.31,237.07
2019-09-08,2076,228.51,230.35
2019-09-09,2077,231.65,223.39
2019-09-10,2078,231.94,223.0
2019-09-11,2079,232.2,229.42
2019-09-12,2080,228.43,214.63
2019-09-13,2081,227.5,220.04
2019-09-14,2082,226.96,231.4
2019-09-15,2083,230.42,215.96
2019-09-16,2084,235.93,235.62
2019-09-17,2085,231.69,224.85
2019-09-18,2086,228.85,225.42
2019-09-19,2087,231.96,224.63
2019-09-20,2088,230.7,233.52
2019-09-21,2089,231.66,234.49
2019-09-22,2090,230.43,230.35
2019-09-23,2091,228.76,207.51
2019-09-24,2092,230.3,226.09
2019-09-25,2093,232.81,238.56
2019-09-26,2094,232.01,216.28
2019-09-27,2095,233.86,212.62
2019-09-28,2096,229.29,221.95
2019-09-29,2097,233.55,235.53
2019-09-30,2098,231.6,213.43
2019-10-01,2099,231.88,229.55
2019-10-02,2100,234.01,225.15
2019-10-03,2101,231.27,225.41
2019-10-04,2102,232.06,230.47
2019-10-05,2103,232.85,225.34
2019-10-06,2104,232.88,221.54
2019-10-07,2105,233.23,229.11
2019-10-08,2106,234.21,243.48
2019-10-09,2107,232.7,233.02
2019-10-10,2108,230.78,232.44
2019-10-11,2109,236.58,221.1
2019-10-12,2110,231.64,221.23
2019-10-13,2111,232.48,213.96
2019-10-14,2112,230.25,234.42
2019-10-15,2113,227.39,232.93
2019-10-16,2114,230.22,229.6
2019-10-17,2115,231.92,234.42
2019-10-18,2116,232.87,223.38
2019-10-19,2117,231.88,223.14
2019-10-20,2118,233.43,239.97
2019-10-21,2119,233.84,224.46
2019-10-22,2120,233.85,238.54
2019-10-23,2121,231.9,243.3
2019-10-24,2122,232.07,215.73
2019-10-25,2123,231.49,217.97
2019-10-26,2124,230.19,242.41
2019-10-27,2125,234.8,239.17
2019-10-28,2126,229.48,240.55
2019-10-29,2127,231.84,243.73
2019-10-30,2128,232.45,224.72
2019-10-31,2129,227.74,243.85
2019-11-01,2130,233.52,242.28
2019-11-02,2131,231.34,237.06
2019-11-03,2132,232.51,231.13
2019-11-04,2133,231.41,223.56
2019-11-05,2134,229.02,217.63
2019-11-06,2135,232.5,213.79
2019-11-07,2136,232.33,219.56
2019-11-08,2137,234.13,221.71
2019-11-09,2138,233.1,230.41
2019-11-10,2139,228.8,218.18
2019-11-11,2140,234.39,212.16
2019-11-12,2141,233.79,230.83
2019-11-13,2142,233.75,208.85
2019-11-14,2143,233.2,225.29
2019-11-15,2144,230.84,233.56
2019-11-16,2145,233.33,213.62
2019-11-17,2146,231.55,215.41
2019-11-18,2147,238.05,232.04
2019-11-19,2148,231.83,240.87
2019-11-20,2149,230.1,225.0
2019-11-21,2150,231.66,223.09
2019-11-22,2151,235.23,233.03
2019-11-23,2152,231.23,209.88
2019-11-24,2153,227.49,209.24
2019-11-25,2154,235.33,237.33
2019-11-26,2155,233.07,236.67
2019-11-27,2156,231.43,233.35
2019-11-28,2157,233.87,230.78
2019-11-29,2158,230.61,231.32
2019-11-30,2159,230.13,209.04
2019-12-01,2160,234.39,219.09
2019-12-02,2161,231.47,223.68
2019-12-03,2162,233.58,238.93
2019-12-04,2163,232.56,230.45
2019-12-05,2164,234.21,230.2
2019-12-06,2165,232.78,217.55
2019-12-07,2166,228.48,226.59
2019-12-08,2167,233.95,233.56
2019-12-09,2168,231.66,233.69
2019-12-10,2169,234.39,228.91
2019-12-11,2170,232.86,249.34
2019-12-12,2171,235.5,219.62
2019-12-13,2172,232.04,237.4
2019-12-14,2173,228.57,212.98
2019-12-15,2174,232.05,215.85
2019-12-16,2175,233.74,237.06
2019-12-17,2176,232.04,224.64
2019-12-18,2177,231.8,220.95
2019-12-19,2178,235.7,232.05
2019-12-20,2179,232.46,254.54
2019-12-21,2180,234.89,225.05
2019-12-22,2181,233.1,226.37
2019-12-23,2182,229.92,239.48
2019-12-24,2183,230.95,222.47
2019-12-25,2184,232.21,253.03
2019-12-26,2185,233.47,217.39
2019-12-27,2186,231.25,226.29
2019-12-28,2187,230.06,237.28
2019-12-29,2188,230.87,225.89
2019-12-30,2189,231.87,224.07
2019-12-31,2190,231.16,214.38
2020-01-01,2191,231.78,227.63
2020-01-02,2192,236.68,241.48
2020-01-03,2193,233.53,227.74
2020-01-04,2194,231.35,218.76
2020-01-05,2195,232.98,243.28
2020-01-06,2196,236.17,241.03
2020-01-07,2197,234.33,236.87
2020-01-08,2198,232.84,227.71
2020-01-09,2199,230.35,219.37
2020-01-10,2200,229.68,238.82
2020-01-11,2201,232.41,230.24
2020-01-12,2202,232.89,226.24
2020-01-13,2203,229.87,225.77
2020-01-14,2204,230.46,231.93
2020-01-15,2205,233.06,238.59
2020-01-16,2206,228.73,226.49
2020-01-17,2207,229.73,223.72
2020-01-18,2208,233.09,218.95
2020-01-19,2209,234.33,228.45
2020-01-20,2210,233.86,228.75
2020-01-21,2211,235.23,235.16
2020-01-22,2212,236.41,232.71
2020-01-23,2213,235.06,226.53
2020-01-24,2214,232.75,228.89
2020-01-25,2215,237.56,240.09
2020-01-26,2216,236.68,232.23
2020-01-27,2217,235.21,230.32
2020-01-28,2218,231.72,226.81
2020-01-29,2219,234.17,227.94
2020-01-30,2220,229.19,230.69
2020-01-31,2221,232.73,236.27
2020-02-01,2222,228.43,223.85
2020-02-02,2223,232.59,228.19
2020-02-03,2224,235.5,236.29
2020-02-04,2225,233.5,238.34
2020-02-05,2226,236.71,247.08
2020-02-06,2227,233.5,217.7
2020-02-07,2228,233.72,239.52
2020-02-08,2229,232.93,225.71
2020-02-09,2230,234.61,238.04
2020-02-10,2231,233.5,240.08
2020-02-11,2232,235.98,251.25
2020-02-12,2233,236.82,228.74
2020-02-13,2234,234.36,241.87
2020-02-14,2235,231.38,205.45
2020-02-15,2236,234.77,232.69
2020-02-16,2237,236.38,211.69
2020-02-17,2238,234.98,225.28
2020-02-18,2239,234.28,220.69
2020-02-19,2240,235.59,218.5
2020-02-20,2241,236.37,233.28
2020-02-21,2242,228.52,216.36
2020-02-22,2243,236.8,222.43
2020-02-23,2244,235.32,224.8
2020-02-24,2245,234.75,227.04
2020-02-25,2246,232.69,235.66
2020-02-26,2247,234.27,227.45
2020-02-27,2248,235.05,223.31
2020-02-28,2249,230.88,212.3
2020-02-29,2250,235.37,238.47
2020-03-01,2251,234.03,234.53
2020-03-02,2252,236.84,240.08
2020-03-03,2253,235.27,226.11
2020-03-04,2254,233.58,243.29
2020-03-05,2255,234.05,237.28
2020-03-06,2256,235.24,255.23
2020-03-07,2257,234.27,228.43
2020-03-08,2258,235.09,240.98
2020-03-09,2259,232.58,246.76
2020-03-10,2260,231.52,227.61
2020-03-11,2261,232.89,230.8
2020-03-12,2262,231.19,224.78
2020-03-13,2263,232.51,228.09
2020-03-14,2264,234.79,240.58
2020-03-15,2265,230.83,231.51
2020-03-16,2266,231.65,219.8
2020-03-17,2267,235.6,257.74
2020-03-18,2268,233.08,224.35
2020-03-19,2269,234.13,243.74
2020-03-20,2270,231.7,230.9
2020-03-21,2271,232.1,237.47
2020-03-22,2272,233.59,237.68
2020-03-23,2273,237.48,243.09
2020-03-24,2274,235.12,241.17
2020-03-25,2275,230.9,246.98
2020-03-26,2276,235.16,226.68
2020-03-27,2277,236.12,221.22
2020-03-28,2278,235.67,217.42
2020-03-29,2279,231.86,210.62
2020-03-30,2280,234.19,237.62
2020-03-31,2281,238.58,218.91
2020-04-01,2282,232.48,215.4
2020-04-02,2283,235.03,235.73
2020-04-03,2284,232.88,228.78
2020-04-04,2285,231.85,231.71
2020-04-05,2286,233.55,205.59
2020-04-06,2287,236.49,221.83
2020-04-07,2288,236.76,219.47
2020-04-08,2289,232.69,231.17
2020-04-09,2290,233.52,231.67
2020-04-10,2291,232.71,235.37
2020-04-11,2292,230.35,241.67
2020-04-12,2293,235.73,268.19
2020-04-13,2294,237.65,230.25
2020-04-14,2295,237.55,242.33
2020-04-15,2296,233.63,241.28
2020-04-16,2297,237.24,234.13
2020-04-17,2298,236.78,225.0
2020-04-18,2299,233.94,241.2
2020-04-19,2300,234.62,242.06
2020-04-20,2301,233.91,238.18
2020-04-21,2302,235.14,226.5
2020-04-22,2303,238.31,214.15
2020-04-23,2304,232.84,221.57
2020-04-24,2305,232.32,243.43
2020-04-25,2306,236.47,246.64
2020-04-26,2307,234.86,223.5
2020-04-27,2308,230.98,232.99
2020-04-28,2309,232.75,244.84
2020-04-29,2310,233.14,245.46
2020-04-30,2311,233.59,223.48
2020-05-01,2312,235.47,232.37
2020-05-02,2313,236.83,234.65
2020-05-03,2314,234.53,222.54
2020-05-04,2315,235.17,251.33
2020-05-05,2316,233.4,215.1
2020-05-06,2317,236.95,239.58
2020-05-07,2318,237.61,246.27
2020-05-08,2319,234.41,238.07
2020-05-09,2320,233.47,240.24
2020-05-10,2321,239.11,215.04
2020-05-11,2322,236.84,236.13
2020-05-12,2323,233.21,235.72
2020-05-13,2324,231.63,234.34
2020-05-14,2325,234.44,220.67
2020-05-15,2326,237.44,233.85
2020-05-16,2327,233.97,225.29
2020-05-17,2328,234.59,247.87
2020-05-18,2329,234.11,227.11
2020-05-19,2330,236.41,234.19
2020-05-20,2331,237.92,234.96
2020-05-21,2332,232.62,230.45
2020-05-22,2333,234.58,251.01
2020-05-23,2334,234.77,248.8
2020-05-24,2335,233.94,237.46
2020-05-25,2336,232.81,229.47
2020-05-26,2337,236.86,231.67
2020-05-27,2338,235.55,216.52
2020-05-28,2339,236.69,236.73
2020-05-29,2340,238.3,240.42
2020-05-30,2341,234.55,232.61
2020-05-31,2342,236.38,226.58
2020-06-01,2343,234.51,246.17
2020-06-02,2344,235.15,242.58
2020-06-03,2345,236.01,237.22
2020-06-04,2346,235.04,250.58
2020-06-05,2347,232.36,235.3
2020-06-06,2348,238.41,255.79
2020-06-07,2349,235.71,233.7
2020-06-08,2350,233.13,235.02
2020-06-09,2351,231.02,225.89
2020-06-10,2352,235.41,244.41
2020-06-11,2353,236.78,231.68
2020-06-12,2354,237.51,241.13
2020-06-13,2355,237.74,238.61
2020-06-14,2356,234.75,227.52
2020-06-15,2357,236.82,258.6
2020-06-16,2358,232.46,244.06
2020-06-17,2359,235.86,233.58
2020-06-18,2360,237.41,245.64
2020-06-19,2361,234.37,238.26
2020-06-20,2362,235.29,231.23
2020-06-21,2363,235.84,254.26
2020-06-22,2364,235.91,244.42
2020-06-23,2365,238.64,244.42
2020-06-24,2366,233.51,239.45
2020-06-25,2367,238.37,244.89
2020-06-26,2368,233.2,241.7
2020-06-27,2369,234.38,237.58
2020-06-28,2370,234.17,236.95
2020-06-29,2371,235.57,237.38
2020-06-30,2372,234.77,220.54
2020-07-01,2373,236.74,235.36
2020-07-02,2374,235.81,248.6
2020-07-03,2375,240.21,255.26
2020-07-04,2376,236.59,239.11
2020-07-05,2377,235.33,228.21
2020-07-06,2378,236.6,247.22
