State,City,Station,LastUpdate,Latitude,Longitude,PM2.5,PM10,SO2,CO,OZONE,NO2,NH3,Unknown
Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",20-11-2023 12:00:00,27.19412,77.96237,,,,,,,,
Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",20-11-2023 12:00:00,27.169338,78.03582,,,,,,,,
Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",20-11-2023 12:00:00,27.19862,77.92066,,,,,,,,
Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",20-11-2023 12:00:00,28.964949,77.278761,,,,,,,,
Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",20-11-2023 12:00:00,28.359581,79.414455,,,,,,,,
Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",20-11-2023 12:00:00,28.38910936,79.42963708,,,,,,,,
Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",20-11-2023 12:00:00,28.406963,77.849831,,,,,,,,
Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",20-11-2023 12:00:00,27.168897,78.376960,,,,,,,,
Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",20-11-2023 12:00:00,27.1594,78.3953,,,,,,,,
Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.646233,77.358075,,,,,,,,
Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.757294,77.278792,,,,,,,,
Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.685382,77.453839,,,,,,,,
Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.6603346,77.3572563,,,,,,,,
Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",20-11-2023 12:00:00,26.730136,83.433859,,,,,,,,
Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",20-11-2023 12:00:00,28.47272,77.482000,,,,,,,,
Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",20-11-2023 12:00:00,28.557054,77.453663,,,,,,,,
Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",20-11-2023 12:00:00,28.725645,77.749675,,,,,,,,
Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",20-11-2023 12:00:00,25.4547,78.6039,,,,,,,,
Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",20-11-2023 12:00:00,26.428282,80.327067,,,,,,,,
Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",20-11-2023 12:00:00,26.509954,80.249612,,,,,,,,
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",20-11-2023 12:00:00,26.4703136,80.3229863,,,,,,,,
Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",20-11-2023 12:00:00,28.2348927,77.8683002,,,,,,,,
Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",20-11-2023 12:00:00,26.766433,80.927299,,,,,,,,
Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",20-11-2023 12:00:00,26.868120,81.005119,,,,,,,,
Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",20-11-2023 12:00:00,26.906111,80.948222,,,,,,,,
Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",20-11-2023 12:00:00,26.90723,80.98579,,,,,,,,
Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",20-11-2023 12:00:00,26.8458805,80.9365541,,,,,,,,
Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",20-11-2023 12:00:00,26.83399722,80.8917361,,,,,,,,
Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",20-11-2023 12:00:00,28.999264,77.7590354,,,,,,,,
Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",20-11-2023 12:00:00,28.9535882,77.7622941,,,,,,,,
Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",20-11-2023 12:00:00,29.063510,77.709723,,,,,,,,
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",20-11-2023 12:00:00,28.83526,78.74460,,,,,,,,
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",20-11-2023 12:00:00,28.840739,78.697531,,,,,,,,
Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",20-11-2023 12:00:00,28.88528,78.73880,,,,,,,,
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",20-11-2023 12:00:00,28.856664,78.772638,,,,,,,,
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",20-11-2023 12:00:00,28.849399,78.742362,,,,,,,,
Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",20-11-2023 12:00:00,28.802625,78.753728,,,,,,,,
Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",20-11-2023 12:00:00,29.4723508,77.7194031,,,,,,,,
Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",20-11-2023 12:00:00,28.5447608,77.3231257,,,,,,,,
Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",20-11-2023 12:00:00,28.6245479,77.3577104,,,,,,,,
Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",20-11-2023 12:00:00,28.5898,77.3101,,,,,,,,
Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",20-11-2023 12:00:00,28.569230,77.393848,,,,,,,,
Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",20-11-2023 12:00:00,25.425602,81.917152,,,,,,,,
Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",20-11-2023 12:00:00,25.494,81.863,,,,,,,,
Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",20-11-2023 12:00:00,25.44919916 ,81.82735986 ,,,,,,,,
Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",20-11-2023 12:00:00,25.3505986,82.9083074,,,,,,,,
Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",20-11-2023 12:00:00,25.301778,82.996789,,,,,,,,
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",20-11-2023 12:00:00,25.262326,82.995408,,,,,,,,
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",20-11-2023 12:00:00,25.32393,82.99687,,,,,,,,
Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",20-11-2023 12:00:00,27.5714090,77.6557570,,,,,,,,
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",20-11-2023 12:00:00,30.269444,78.044167,,,,,,,,
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",20-11-2023 12:00:00,29.2124114,78.9611753,,,,,,,,
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",20-11-2023 12:00:00,30.075911,78.2859547,,,,,,,,
West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",20-11-2023 12:00:00,23.685297,86.945968,,,,,,,,
West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",20-11-2023 12:00:00,23.5404352,87.2892225,,,,,,,,
West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",20-11-2023 12:00:00,22.06047,88.109737,,,,,,,,
West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",20-11-2023 12:00:00,22.629801,88.352017,,,,,,,,
West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",20-11-2023 12:00:00,22.611968,88.347422,,,,,,,,
West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",20-11-2023 12:00:00,22.5687319,88.2797276,,,,,,,,
West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",20-11-2023 12:00:00,22.5367507,88.3638022,,,,,,,,
West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",20-11-2023 12:00:00,22.58157048,88.41002457,,,,,,,,
West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",20-11-2023 12:00:00,22.556640,88.342674,,,,,,,,
West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",20-11-2023 12:00:00,22.49929,88.36917,,,,,,,,
West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",20-11-2023 12:00:00,22.627847,88.380669,,,,,,,,
West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",20-11-2023 12:00:00,22.51106,88.35142,,,,,,,,
West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",20-11-2023 12:00:00,22.5448082,88.3403691,,,,,,,,
West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",20-11-2023 12:00:00,26.6879226,88.4152495,,,,,,,,
