Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
29,Female,1,0.41309,5.146494925,2.23475,4.625304711,Arts,INFP
21,Male,0,4.05375,5.694005913,8.16809,5.769339715,Unknown,INTP
29,Female,0,3.98643,4.760608295,0.93509,5.496267809,Unknown,INFP
31,Female,1,3.97931,2.662909946,4.80232,4.193761676,Unknown,INFP
28,Male,0,0.74966,4.665931724,0.95717,3.990077856,Unknown,INFP
35,Female,1,7.2149,4.279467872,9.18977,3.770270767,Unknown,ENTP
30,Female,0,4.77051,3.794652616,0.15437,7.052760163,Arts,ENFJ
23,Male,0,3.98022,6.25971332,1.75936,6.292165696,Unknown,ISFJ
31,Female,1,4.30895,2.955470166,7.11686,4.155040772,Unknown,ENTP
21,Female,0,0.63106,6.564289421,0.46796,4.699801591,Others,INFP
28,Female,1,9.34713,4.248725016,6.23629,3.310414835,Unknown,ENTP
26,Male,0,0.90939,3.635307885,6.33633,4.685565334,Sports,INFP
22,Female,1,9.68264,5.343296463,8.87091,5.170759846,Arts,ENTP
35,Female,0,2.84152,5.056404275,7.18798,1.223257891,Unknown,INTP
22,Female,0,9.17933,3.28771324,8.00397,3.316924013,Sports,ENTP
35,Female,0,2.28075,6.097568655,0.96743,5.138264537,Unknown,INFP
32,Male,1,5.34977,4.519758437,1.61916,5.523275282,Unknown,ENFP
24,Female,1,0.00512,4.325068972,5.43039,1.462210899,Technology,INFP
22,Female,0,7.72441,4.826557304,1.08381,5.678408806,Unknown,ENFP
22,Female,1,6.54979,4.604435643,8.26444,3.717740466,Technology,ENTP
28,Male,0,5.45956,5.604646392,3.03839,4.5015747,Unknown,ENFP
20,Male,0,7.15084,5.497409361,7.51758,4.514313719,Unknown,ENTP
24,Female,1,4.78993,5.116705787,3.37935,4.929927873,Unknown,ENFP
23,Female,0,0.25262,5.799398852,2.71846,4.453483674,Unknown,INFP
29,Male,1,6.0338,5.736864715,6.10566,5.469034631,Unknown,ENFP
28,Male,0,5.42648,5.347965584,6.58376,6.941550868,Arts,ENTJ
20,Female,1,1.2424,5.192391066,6.49515,4.783810864,Technology,INTP
24,Female,1,1.414,3.67860548,3.00827,5.483262184,Arts,INFP
25,Male,1,2.37999,6.167676705,0.45379,1.9871511,Unknown,ISFP
22,Female,1,2.80682,3.280020468,7.65813,7.51002855,Unknown,INTP
24,Male,0,1.31737,6.769091389,0.61487,7.774801958,Arts,ISFJ
34,Male,1,5.16833,4.515919513,1.01528,5.001384046,Sports,ENFP
35,Female,0,9.86057,5.316748597,8.82102,5.979786042,Arts,ENTP
24,Male,0,8.28753,5.531759617,8.11467,2.573557253,Others,ENTP
22,Male,1,9.17496,4.652869096,0.18418,4.432375077,Technology,ENFP
20,Female,0,3.39528,4.116232325,3.28238,1.381594709,Arts,ENFP
30,Female,1,2.60985,7.317862155,8.38899,6.377445074,Unknown,ISTP
32,Female,1,0.99964,3.770121377,6.34193,4.245872839,Sports,INTP
26,Male,0,4.03711,4.080593936,6.99776,6.255978565,Unknown,INTJ
24,Female,1,7.03376,4.860756254,0.05907,4.905094731,Arts,ENFP
25,Male,1,2.01641,6.478159839,5.53216,4.943501254,Unknown,INFP
24,Male,0,0.82533,3.809276525,7.40708,5.323058745,Arts,INTP
34,Male,0,9.90854,6.14478425,9.82351,4.184722057,Arts,ESTP
32,Male,0,3.81463,6.556532672,8.20327,4.097766498,Unknown,ISTP
27,Female,0,4.995,3.49937044,8.73883,7.028844058,Others,ENTJ
24,Male,1,1.24652,4.253288769,2.66823,5.463673807,Arts,INFP
30,Female,0,3.66756,6.915502678,8.81271,4.127661381,Technology,ISTP
22,Male,0,7.93016,4.885368105,7.34344,5.015289254,Others,ENTP
25,Female,1,4.09021,5.083520488,4.1415,7.134119376,Technology,INFP
31,Female,0,8.70223,5.308093812,4.09689,4.836921949,Arts,ENFP
25,Female,0,9.07016,4.362807897,4.21719,4.454924194,Others,ENFP
24,Male,0,7.78402,6.199222211,9.01696,2.9967431,Sports,ESTP
30,Male,0,7.1392,5.181091012,5.84296,4.988743034,Arts,ENTP
21,Male,0,1.81425,4.243889792,2.20222,5.626088471,Sports,INFJ
20,Male,0,0.60432,6.173957747,8.46676,5.565111812,Unknown,INTP
24,Female,1,6.36416,6.083734311,5.66214,4.870255489,Technology,ENTP
20,Male,0,9.50268,5.570586059,0.99926,3.892297157,Unknown,ENFP
20,Female,0,7.03526,4.692742438,9.07182,4.498413159,Arts,ENTP
31,Female,0,2.91137,5.258416141,6.92164,5.230500947,Sports,ENTJ
28,Male,0,9.0937,6.989910731,9.70323,5.891039343,Unknown,ESTP
21,Male,0,4.03827,4.721429098,2.94456,4.709320822,Others,INFP
32,Male,1,4.20449,4.922690636,2.16999,1.939082276,Unknown,INFP
41,Female,1,0.34706,5.865779263,5.35632,3.99735751,Others,INFP
35,Female,1,3.6261,5.79541531,4.49912,3.799109199,Unknown,ENFP
25,Male,0,5.63128,5.340659738,2.23498,4.36932452,Arts,ENFP
21,Female,1,9.28603,7.796879118,1.69569,2.691099215,Sports,ENFP
40,Male,0,7.29557,3.511843786,0.86498,4.281854935,Sports,ENFP
25,Male,0,0.22569,5.514342458,5.25934,3.704153264,Sports,INFP
33,Female,1,6.53358,3.920842154,9.58424,3.809754887,Sports,ENTP
23,Male,0,0.73343,5.722947208,8.31388,4.507710302,Unknown,INTP
23,Female,0,0.6672,3.50673845,8.44334,5.274557222,Unknown,INTP
20,Female,0,4.27481,5.669250848,9.9458,2.808587179,Unknown,ENTP
21,Male,0,5.44513,4.923587283,4.33981,3.017243023,Others,ENFP
22,Female,0,9.46971,5.543053938,7.80253,5.035522081,Others,ENTP
34,Male,0,6.51898,4.955936609,2.34123,5.391665104,Unknown,ENFP
22,Female,1,3.49131,4.83826515,0.97227,5.628281463,Technology,ENFP
26,Male,1,3.33838,8.682309502,6.40164,5.176040721,Others,ISFP
20,Female,0,1.67916,4.859828437,3.24478,4.506376418,Sports,INFP
19,Male,1,7.57975,4.974015068,1.74159,4.646058013,Unknown,ENFP
28,Female,0,2.59637,4.792825886,9.96922,4.740282532,Technology,INTP
25,Male,0,4.92272,2.590106814,0.58905,5.456945605,Unknown,INFP
26,Male,1,1.08086,7.070367431,3.67295,5.060122247,Unknown,ISFP
28,Female,1,7.65509,5.398405445,7.10135,3.306581627,Arts,ENTP
32,Male,1,5.97021,5.792510734,0.37435,4.578655405,Others,ENFP
25,Male,1,5.80786,2.520653555,8.86775,4.08800422,Others,ENTP
23,Male,0,6.51755,5.817443037,9.52485,5.560165047,Unknown,ENTP
34,Male,0,7.8089,5.278540992,8.07489,3.657544155,Arts,ENTP
39,Female,1,8.9801,5.066871945,6.66093,3.302566085,Sports,ENTP
25,Male,0,9.07268,4.203404779,1.60064,4.858775241,Technology,ENFP
37,Female,0,7.14339,5.449485707,2.5984,5.266418183,Arts,ENFP
32,Male,1,5.15019,6.857083422,9.51207,4.749698387,Others,ESTP
30,Female,0,4.27115,6.078588659,4.21103,5.955031039,Unknown,INFP
20,Male,1,9.97597,5.85515941,4.23764,1.632352711,Unknown,ENFP
34,Female,1,4.94069,3.746410385,1.52771,5.267161072,Technology,ENFP
20,Male,1,8.70391,4.965884899,7.49644,4.098421126,Others,ENTP
28,Male,0,1.42689,5.741039971,8.45759,4.528044336,Others,INTP
25,Male,1,7.89139,4.544120761,1.01966,4.268337873,Others,ENFP
27,Male,1,4.47223,4.90271886,6.32179,4.445640417,Arts,ENTP
30,Male,1,3.91387,5.776829006,2.1386,4.746466735,Arts,INFP
25,Female,1,4.87561,5.285020051,5.73152,3.797377987,Arts,ENTP
30,Male,0,5.55097,6.489457799,2.87833,2.895656913,Arts,ESFP
21,Male,0,7.00527,4.568322296,4.29792,5.022904109,Arts,ENFP
29,Male,0,1.59819,5.081743745,0.66226,7.099733044,Others,INFJ
25,Female,0,8.87723,5.211268729,5.14371,4.863688286,Unknown,ENFP
23,Male,1,4.87441,4.834457542,9.26648,5.371609792,Unknown,ENTP
23,Male,1,1.59732,5.382814139,2.96974,5.374268632,Unknown,INFP
20,Male,0,2.40501,6.178033818,2.15691,4.874555378,Technology,INFP
43,Male,1,0.14854,4.643091627,4.51025,3.102798751,Arts,INFP
22,Male,0,3.25709,5.012081826,0.79123,4.802099981,Arts,INFP
27,Male,0,4.81664,5.345657329,5.30115,1.869383582,Technology,INFP
26,Female,1,5.85385,5.628255007,7.86019,4.461304758,Arts,ENTP
27,Female,1,2.01628,3.534259855,1.61193,4.519441672,Arts,INFP
25,Female,1,3.60982,4.665963933,9.4531,5.776746836,Unknown,INTP
32,Female,1,1.46836,6.487414121,3.37704,5.428357857,Arts,ISFP
34,Male,0,7.47966,4.585554285,2.89382,6.587011386,Arts,ENFJ
45,Male,0,1.97227,5.527376249,1.41179,6.661233807,Unknown,INFJ
28,Male,0,5.83773,4.796842215,3.94169,5.488295272,Unknown,ENFP
25,Male,0,7.90009,3.638521701,3.76214,5.885587382,Unknown,ENFP
29,Male,0,9.394,6.304369982,3.511,7.112773519,Unknown,ESFJ
31,Female,0,2.33796,4.70400758,8.57036,6.868266813,Unknown,INTJ
26,Male,0,7.8317,6.032919372,3.66491,6.118779129,Unknown,ENFJ
29,Female,1,0.45499,4.955991019,7.7726,2.545128528,Others,INTP
21,Male,0,2.67876,4.724180501,4.71352,4.82164753,Sports,INFP
31,Female,0,9.62776,6.525664896,6.24546,5.429573575,Unknown,ESTP
33,Male,1,4.65041,5.380178154,3.63265,2.866329198,Unknown,ENFP
21,Male,0,3.34519,6.101621043,2.97463,4.583784091,Arts,INFP
22,Male,1,8.17356,5.600570228,1.8265,4.42489847,Others,ENFP
23,Male,1,0.92256,8.044929724,3.4136,3.277584735,Others,INFP
24,Male,1,4.91736,3.848592811,4.29845,4.443213618,Arts,ENFP
18,Female,0,4.20503,4.800585953,2.2224,4.135723297,Unknown,ENFP
27,Male,0,2.07405,2.170272262,6.09863,3.379420057,Unknown,INFP
21,Female,0,7.752,5.649529953,9.13377,2.038450467,Others,ENTP
40,Female,1,8.88957,1.942545682,6.78599,4.394221358,Unknown,ENTP
28,Male,1,8.63925,6.830524007,8.66608,6.666864761,Unknown,ESTP
30,Male,0,4.39792,5.687204391,9.73405,2.883638921,Others,INTP
32,Female,1,8.36905,6.311864375,7.35117,4.989018202,Arts,ESTP
29,Male,1,6.97741,5.953935085,4.81806,5.702274286,Unknown,ENFP
23,Male,0,6.98253,5.25029931,9.13479,5.295148319,Technology,ENTP
32,Male,1,1.70658,5.793164921,4.54476,3.802870557,Others,INFP
23,Female,0,9.55862,6.97387278,8.19144,5.916384917,Unknown,ENTP
26,Female,1,0.7387,4.056888231,8.51925,3.779089487,Technology,INTP
25,Male,0,9.54932,4.39062604,4.75979,7.017343652,Unknown,ENFJ
21,Female,1,6.0197,7.204439146,6.74493,3.129830431,Arts,ENTP
35,Female,0,5.12701,5.10826726,7.075,2.246560273,Others,ENTP
23,Male,0,6.72396,7.314008229,8.35262,6.505203576,Unknown,ENTJ
28,Male,1,0.1504,5.69263107,8.93956,5.788941457,Others,INTP
25,Male,0,7.63091,5.415327921,5.90578,2.042183278,Unknown,ENFP
20,Female,0,0.65183,5.405195054,0.3472,0.264744718,Technology,INFP
28,Male,1,9.01031,5.523921796,0.14012,7.396832126,Others,ENFP
21,Male,0,3.07783,4.627587211,8.06631,3.765224315,Others,INTP
27,Male,0,5.72274,4.568649422,8.80725,3.240493657,Unknown,ENTP
21,Male,1,1.24995,5.829261938,7.76343,5.833538474,Unknown,INTP
28,Male,1,4.68208,4.911228174,0.23869,5.210465676,Arts,INFP
27,Female,0,1.819,5.304620449,3.20703,2.432176358,Arts,INFP
30,Female,0,7.22222,5.035348633,6.86889,3.350184021,Unknown,ENTP
25,Male,0,4.38175,3.947274137,7.88494,4.007174348,Unknown,INTP
22,Male,0,4.08381,3.940746257,8.44592,4.650251593,Arts,INTP
20,Male,1,6.3013,6.212098853,1.76784,6.639461172,Unknown,ENFP
26,Male,0,8.92568,5.377585775,0.94843,4.451105226,Unknown,ENFP
24,Male,0,6.32478,4.425877538,7.70829,4.318413177,Arts,ENTP
29,Female,0,4.13504,5.210043264,9.27817,5.288955677,Unknown,ENTP
22,Male,0,2.70099,6.493664507,1.5755,4.300384333,Arts,INFP
27,Female,0,5.30139,5.548221454,8.55771,5.348812511,Sports,ENTJ
30,Male,1,9.05057,4.896507927,0.96653,5.676581515,Unknown,ENFP
38,Female,0,0.70424,4.76441051,8.54235,5.295620148,Arts,INTP
29,Male,0,0.73459,5.551232848,0.70172,5.247059817,Unknown,INFP
25,Female,0,3.60563,3.526503541,3.14537,4.12449127,Technology,INFP
27,Male,0,8.02665,6.254990548,0.57861,5.102607941,Unknown,ESFP
25,Female,0,1.67178,4.500323244,9.84769,4.0778279,Unknown,INTP
31,Female,0,6.70831,4.857437676,7.05255,2.83337391,Sports,ENTP
38,Female,1,7.41762,6.420518611,1.02467,5.827262761,Technology,ESFP
26,Male,0,8.85767,3.53659553,2.27126,4.741191428,Unknown,ENFP
23,Female,0,5.41898,3.890730275,4.84458,5.774490491,Technology,ENFP
30,Female,1,2.39126,5.470066072,9.327,6.412014956,Sports,INTP
28,Female,0,2.88406,4.912583254,9.19792,4.592609012,Unknown,INTP
26,Female,1,2.62087,5.464854213,8.01794,5.479736516,Others,INTP
28,Male,0,7.29293,5.241833203,0.62448,1.497823403,Unknown,ENFP
21,Male,1,8.86433,4.575519168,6.92396,4.4892306,Arts,ENTP
23,Female,1,4.85483,6.405496628,7.52608,4.275887846,Others,ENTP
26,Female,1,0.12991,5.690068551,7.85876,6.270510589,Others,INTP
23,Female,1,6.79243,5.138199221,9.52416,5.485710246,Unknown,ENTP
36,Male,0,8.13747,4.682043119,5.1797,3.597062225,Arts,ENFP
24,Female,0,4.11615,6.967283287,5.87852,2.718979751,Unknown,INTP
21,Male,0,5.82305,5.625259491,8.83058,5.809745484,Technology,ENTP
27,Female,0,7.72825,5.069285762,3.14957,6.458704953,Others,ENFJ
18,Female,0,5.79409,5.368787371,4.83639,4.647730833,Sports,ENFP
20,Male,1,1.90976,6.053621439,0.67486,3.540756001,Unknown,INFP
24,Female,1,7.09347,3.799386614,3.09834,5.706764205,Arts,ENFP
22,Male,1,1.96512,3.944859498,6.67785,3.967033975,Technology,INTP
29,Male,1,3.42545,3.73074256,8.9189,6.033365174,Others,INTP
21,Male,0,3.62115,5.530560464,7.6208,0,Unknown,ENTP
27,Female,0,7.5859,4.199306378,9.03492,5.196263413,Arts,ENTP
33,Male,0,6.06212,5.506526775,6.91146,3.012099252,Arts,ENTP
25,Male,0,3.87423,4.14636481,0.68336,1.691185201,Unknown,INFP
31,Female,0,0.91553,6.982879499,1.42715,4.172817018,Technology,ISFP
30,Male,1,6.91541,6.585389366,5.05525,5.770987283,Arts,ESFP
24,Female,0,2.02284,3.079637335,7.64649,3.835400045,Unknown,INTP
21,Male,0,9.9785,6.044582098,0.26073,2.627299484,Unknown,ENFP
24,Male,0,1.31559,3.480612183,0.70514,6.502759624,Technology,INFJ
29,Male,0,5.50126,5.825429105,6.63993,3.858781455,Unknown,ENTP
20,Female,1,3.99635,3.819651172,5.90836,2.921456274,Arts,ENTP
33,Female,0,6.0341,5.318386828,2.52106,5.464644467,Others,ENFP
36,Male,0,1.18663,3.613977344,7.86823,6.38737443,Arts,INTJ
25,Male,0,1.58251,7.06330167,8.43269,7.323397513,Unknown,ISTJ
21,Male,0,5.9893,4.851627794,4.31927,5.661625771,Unknown,ENFP
30,Male,0,7.06705,5.309028539,0.83309,4.836507174,Unknown,ENFP
21,Female,1,2.08396,5.510968782,0.21286,5.270831917,Others,INFP
33,Male,0,8.29927,5.598312122,9.68357,3.30162467,Technology,ENTP
27,Male,0,8.60733,6.012124464,3.7241,4.869619564,Unknown,ENFP
27,Male,1,8.94195,4.85169263,2.20433,0.58943644,Others,ENFP
30,Female,1,5.78376,6.229631207,9.72798,4.829884313,Arts,ESTP
20,Male,0,7.67289,3.355471129,0.54843,5.402696881,Technology,ENFP
27,Female,1,3.34767,5.044990295,3.64709,2.427389957,Unknown,INFP
30,Female,1,9.70566,3.444497547,1.05294,6.406430264,Others,ENFP
37,Female,0,1.15352,4.374288492,9.92618,3.115925239,Unknown,INTP
30,Female,1,6.18703,3.000780817,0.71032,0.971223419,Unknown,ENFP
27,Female,0,6.45661,6.952558177,7.55258,2.702693498,Arts,ESTP
34,Male,1,6.69006,6.623162866,2.41263,3.576925635,Unknown,ESFP
21,Female,0,6.23409,5.704470031,0.3791,2.5190856,Unknown,ENFP
38,Male,0,9.76073,3.755945393,9.62179,5.242209058,Technology,ENTP
23,Male,0,3.79191,5.210000493,3.49678,4.911134058,Unknown,INFP
25,Female,0,1.40915,4.275424721,6.39679,4.30619421,Others,INTP
26,Male,0,9.54634,3.787973576,8.14392,5.023212854,Technology,ENTP
23,Male,1,9.62673,5.134338652,0.95228,3.80801942,Sports,ENFP
27,Female,0,5.39327,5.572269156,1.8343,3.762976679,Others,ENFP
32,Male,1,1.21667,1.487490047,1.00954,3.906363798,Arts,INFP
21,Female,1,4.11074,4.103801538,1.85617,5.805824111,Sports,ENFP
24,Male,0,7.7766,6.473216236,3.449,4.339484505,Unknown,ENFP
23,Female,1,5.88753,5.18498945,0.98802,5.618790253,Unknown,ENFP
30,Female,1,9.07222,3.094702066,3.60786,5.12074046,Others,ENFP
23,Female,1,3.53211,7.487068401,4.36988,5.934146804,Arts,INFP
26,Female,1,2.93419,4.130542964,0.72287,5.280575199,Arts,INFP
31,Female,0,5.90097,5.166518149,6.55946,4.065787269,Unknown,ENTP
25,Female,0,0.62239,5.188829187,9.90394,3.475395582,Arts,INTP
29,Female,1,6.31765,4.476812655,3.49557,5.237663015,Unknown,ENFP
25,Female,1,4.3676,4.911128449,3.40408,4.35805811,Technology,ENFP
25,Female,0,0.66067,4.552431559,2.83545,5.206072071,Unknown,INFP
23,Male,0,0.3173,6.358392188,4.41152,4.027179781,Unknown,INFP
25,Female,0,2.02699,3.723870261,7.97795,4.217865245,Arts,INTP
26,Male,1,7.61812,3.081260729,7.36852,4.07344191,Arts,ENTP
22,Female,0,5.2045,4.519209989,6.34127,3.45926561,Unknown,ENTP
35,Male,1,4.5439,6.742577192,5.99955,5.018197632,Arts,ESTP
31,Male,1,4.77984,6.189949172,6.79651,5.829380027,Unknown,ISTP
26,Male,0,3.24857,6.1610325,1.79955,5.542305241,Others,ISFP
22,Female,0,5.74993,4.636162808,7.03304,5.372067647,Technology,ENTP
31,Female,1,0.4944,4.121364174,2.8944,5.538022015,Unknown,INFP
23,Female,0,9.31867,7.936694125,9.5305,3.50319821,Unknown,ENTP
22,Female,0,3.3298,6.549903206,6.20332,6.101091445,Technology,ENTJ
25,Male,1,1.96759,6.296888632,7.02145,4.857875647,Technology,INTP
22,Female,0,4.92075,3.045183992,4.87518,2.272524225,Unknown,ENFP
26,Male,0,0.03981,5.658127794,1.27414,5.322615353,Unknown,INFP
25,Male,1,5.70342,2.534343672,3.52499,4.526768651,Technology,ENFP
33,Female,1,0.74272,3.895902369,4.26094,4.356255133,Others,INFP
23,Female,0,0.57606,6.269513905,0.39377,3.006804347,Sports,ISFP
23,Female,1,9.47093,4.954901254,7.19646,4.682641965,Unknown,ENTP
45,Male,1,0.60194,4.339960915,8.53569,0.360840068,Unknown,INTP
27,Male,0,7.77335,5.213836528,5.44547,6.418960809,Others,ENFJ
28,Female,0,0.31395,5.63232267,5.5634,6.821578099,Technology,INTJ
27,Male,0,4.34483,6.885837405,6.84631,4.172768347,Others,ISTP
25,Male,1,7.6547,5.076554356,8.61124,5.303245217,Unknown,ENTP
41,Male,1,2.48366,3.942797629,7.30625,3.975725442,Technology,INTP
35,Female,0,2.39949,6.316703673,6.87771,5.529370743,Unknown,ISTP
25,Male,1,7.07622,5.416774403,9.40037,5.769393866,Unknown,ENTP
22,Male,0,0.53343,4.785465568,4.52373,5.502335863,Others,INFP
34,Male,1,2.26992,6.387097475,8.96952,7.254406984,Unknown,ISTP
27,Male,1,4.72483,5.123486676,1.00793,4.56963343,Arts,ENFP
26,Male,0,4.00882,5.364327751,6.30545,5.492827261,Arts,INTP
28,Male,1,3.84432,8.411052326,2.77263,1.725939691,Arts,ESFP
25,Male,1,7.23671,4.743197632,6.30988,4.634334597,Arts,ENTP
28,Female,1,6.69938,5.340231673,4.8997,3.068283652,Unknown,ENFP
26,Male,1,8.61388,7.803384091,1.64667,5.376256212,Others,ESFP
44,Female,0,6.83959,4.69603682,9.13271,1.932748114,Technology,ENTP
32,Male,0,0.78031,6.631721917,9.20266,3.418060782,Unknown,ISTP
32,Male,0,9.29798,5.808564057,6.2487,4.875276221,Others,ENFP
18,Male,1,1.06404,4.12284467,8.15376,4.217024753,Arts,INTP
19,Female,0,0.36094,5.243028872,8.65918,5.083521646,Arts,INTP
37,Female,1,9.38787,6.441166843,2.2131,2.969910127,Unknown,ESFP
25,Male,1,8.60909,4.969198157,8.87886,6.148193904,Unknown,ENTP
27,Male,0,8.97916,5.369625552,3.13925,5.365006337,Unknown,ENFP
31,Female,1,6.6633,2.638081596,6.95064,6.017152819,Unknown,ENTP
24,Male,0,1.97643,3.49908834,0.14134,5.202108436,Unknown,INFP
28,Female,0,9.36526,4.264227966,9.59058,2.295638687,Unknown,ENTP
35,Male,0,0.84308,4.814569461,4.80648,2.133631849,Others,INFP
28,Female,0,1.63431,5.519450891,0.16912,3.575681175,Unknown,INFP
27,Female,0,7.69486,5.208476555,8.97461,5.353107019,Unknown,ENTP
30,Male,0,3.47895,5.302752608,2.01864,5.136500617,Sports,INFJ
34,Male,0,9.78953,4.087245842,9.18223,5.341904252,Others,ENTP
24,Female,0,0.12484,6.684489332,3.6274,4.598264241,Others,ISFP
25,Female,1,8.19053,5.681683716,2.52967,5.965675205,Unknown,ENFP
37,Male,0,9.83568,5.717807563,2.31163,5.030059863,Technology,ENFP
18,Male,0,5.11347,4.442621706,8.05579,4.461589464,Sports,ENTP
24,Male,1,9.79784,4.059540524,4.2857,2.060677825,Others,ENFP
28,Male,0,1.47262,4.231020977,9.32593,5.782937398,Unknown,INTP
20,Male,1,3.71851,4.326305638,6.08085,2.08548719,Unknown,INFP
24,Female,0,9.65711,6.576740688,3.76956,6.711806836,Sports,ENFJ
21,Female,0,6.48794,6.298240373,2.47797,4.026300219,Unknown,ENFP
21,Male,1,8.91088,5.399323448,1.35387,2.191008733,Sports,ENFP
25,Female,0,3.89776,5.565062952,7.78639,4.224840285,Technology,INTP
22,Male,0,3.33066,4.651036948,3.19536,2.230715496,Others,INFP
26,Male,1,2.32148,6.232412966,9.23718,5.51238007,Technology,ISTP
30,Female,1,0.4396,5.011695689,1.53437,5.933136419,Unknown,INFP
25,Male,1,7.67716,5.113238414,4.41709,2.693009032,Unknown,ENFP
27,Male,0,0.08805,5.492336815,6.63952,3.047686935,Sports,INTP
23,Male,1,3.17283,6.118495504,5.53804,2.979107521,Unknown,INFP
24,Male,0,3.69923,3.400231858,3.6986,4.439337746,Arts,INFP
28,Female,1,5.19948,3.491160886,6.47668,6.65291698,Unknown,ENTP
31,Female,0,7.94375,5.869375169,8.83516,2.48032499,Arts,ENTP
22,Female,0,8.6325,2.978403669,1.41756,0,Others,ENFP
20,Male,0,4.28679,5.890412029,1.05973,7.56923062,Technology,INFJ
24,Female,0,4.79485,4.036237192,8.91568,2.883033246,Technology,ENTP
27,Male,0,9.20187,6.740552469,1.24932,3.328169651,Unknown,ESFP
20,Male,0,1.19824,4.623133063,2.33783,1.867065108,Unknown,INFP
27,Male,0,2.32607,4.004703363,3.9441,3.149473279,Others,INFP
22,Female,0,7.28298,4.478148267,3.31969,5.021399201,Technology,ENFP
35,Male,0,9.56146,4.277183107,3.72999,4.103951045,Sports,ENFP
29,Male,1,4.36655,4.434329426,8.81407,5.177656489,Arts,ENTP
27,Male,1,2.13341,5.214158044,4.52462,2.014758467,Unknown,INFP
25,Male,0,0.13815,6.301853682,6.7696,6.596840581,Arts,ISTJ
21,Male,1,9.24984,5.201754799,0.15469,5.150649673,Unknown,ENFP
26,Female,1,0.41011,6.187724007,0.13324,4.282134883,Unknown,ISFP
29,Male,1,2.84098,5.9134497,6.56479,5.3915431,Technology,INTP
23,Female,0,8.39643,5.616190331,3.17971,3.708001679,Unknown,ENFP
20,Male,0,2.45555,4.840014191,1.09712,6.700368658,Unknown,INFJ
25,Male,0,8.55525,4.845774182,9.1314,3.782383267,Others,ENTP
24,Male,0,1.26156,5.084837121,7.8468,5.852662767,Unknown,INTP
24,Male,0,9.24272,5.822528905,9.24205,0.391783021,Unknown,ENTP
30,Female,0,4.57517,5.311830555,1.60464,5.209810206,Sports,INFJ
23,Male,0,6.94453,3.646445029,0.92019,5.085670528,Technology,ENFP
31,Male,0,1.6928,7.795553659,3.66923,4.159083068,Arts,ISFP
22,Male,0,4.53134,4.490358763,5.43483,7.202438522,Arts,ENFJ
28,Male,0,6.83021,5.685290134,8.16797,2.886829987,Unknown,ENTP
37,Male,1,1.88406,5.216577078,5.64244,4.534467432,Sports,INFP
25,Female,1,4.54856,5.171144526,7.80474,5.136596291,Sports,ENTP
24,Male,1,4.10414,4.405788293,9.22594,5.661760006,Others,INTP
24,Male,0,3.68308,5.397836948,4.12911,3.617379721,Others,INFP
24,Male,1,1.55759,7.081603094,9.66704,4.265175528,Others,INTP
23,Female,1,4.94499,5.31101826,2.25045,6.169305305,Unknown,ENFP
22,Female,0,1.03837,5.788089793,3.69574,4.582901566,Others,INFP
37,Male,0,1.19077,6.553584895,7.88306,3.838352617,Arts,ISTP
32,Male,1,0.51194,5.636309539,1.73897,6.487558568,Sports,INFP
26,Male,0,4.20944,3.703354906,1.47244,4.822182038,Others,ENFP
27,Female,0,8.98851,4.117553596,7.70788,4.482287279,Unknown,ENTP
30,Male,0,4.14612,5.347263618,5.40992,2.217022773,Others,INFP
21,Male,0,2.2561,4.597017983,2.19207,4.304517917,Unknown,INFP
27,Male,1,6.6359,6.020240879,0.05356,2.176775897,Arts,ENFP
31,Female,0,7.36697,5.596753066,4.81961,6.173687499,Others,ENFJ
32,Male,0,0.79693,5.674482535,3.02221,5.229809042,Unknown,INFP
22,Female,0,1.32625,4.180896004,4.67051,7.078540315,Unknown,INFJ
21,Male,0,3.68114,3.602344333,3.06287,1.769451541,Unknown,ENFP
22,Female,0,5.78702,4.919289659,1.06766,4.156545177,Unknown,ENFP
22,Female,1,8.40267,4.935513727,7.8711,5.622022172,Unknown,ENTP
22,Male,0,5.26242,4.867757127,0.41579,7.945768623,Arts,ENFJ
22,Female,0,7.54489,5.414272059,3.7724,4.049181588,Unknown,ENFP
29,Female,0,3.16662,8.277589523,4.38517,4.489607866,Unknown,ESFP
22,Male,0,3.94616,5.667039336,3.95067,4.715492501,Others,ENFP
33,Male,0,6.29383,4.161761641,5.82978,6.157057558,Unknown,ENFJ
25,Male,0,5.3891,5.506126141,6.85221,5.118659466,Sports,ENTJ
22,Male,0,7.56292,3.578523158,7.14099,2.899111525,Unknown,ENTP
18,Male,0,5.04509,5.490854446,8.99521,5.141279206,Others,INTP
19,Male,0,6.53307,4.85816266,8.49047,6.781823319,Technology,ENTJ
27,Female,1,8.12562,5.422700164,2.10148,4.815762431,Unknown,ENFP
27,Male,0,8.27346,4.375248636,6.48801,3.47237182,Unknown,ENFP
23,Male,0,2.01697,6.44792528,6.78645,5.929224404,Unknown,ISTP
31,Male,0,9.34579,3.946165547,0.81338,4.555597671,Unknown,ENFP
24,Male,0,0.9302,4.930834994,7.87961,4.371989206,Arts,INTP
31,Male,0,7.2988,6.453134582,5.00206,5.036310426,Others,ESFP
23,Female,1,8.89819,6.864793768,2.02114,6.346293141,Unknown,ESFP
